timestamp,temperature,humidity,pressure
2025-01-01 00:00:00,25.993428306022466,61.252464251729386,1010.5130149672337
2025-01-01 01:00:00,24.72347139765763,61.73224104748488,1011.3194568794091
2025-01-01 02:00:00,26.295377076201383,56.59987639210755,1015.2418808153698
2025-01-01 03:00:00,28.04605971281605,61.16126848580502,1014.8311107963004
2025-01-01 04:00:00,24.531693250553328,61.46536236649341,1012.9372952181076
2025-01-01 05:00:00,24.53172608610164,56.42824290986816,1013.3519821499264
2025-01-01 06:00:00,28.158425631014783,69.32887255572378,1016.8329946873653
2025-01-01 07:00:00,26.534869458305817,62.36916460455894,1011.2252858334925
2025-01-01 08:00:00,24.061051228130097,54.04348251398676,1014.6412921435101
2025-01-01 09:00:00,26.08512008717193,63.28276804316915,1012.3934220426983
2025-01-01 10:00:00,45.0,55.126591648863396,1012.3469563903184
2025-01-01 11:00:00,24.068540492859487,63.93542301871226,1016.2963305559616
2025-01-01 12:00:00,25.48392454313207,65.79297789503703,1015.4762490469641
2025-01-01 13:00:00,21.173439510684403,55.89658840824145,1015.440528908002
2025-01-01 14:00:00,21.550164334973935,64.8168806462216,1016.916436421463
2025-01-01 15:00:00,23.875424941518055,62.063904634682494,1013.0630115248982
2025-01-01 16:00:00,22.974337759331153,64.11030079997245,1015.0458589138849
2025-01-01 17:00:00,25.628494665190548,69.48396491326974,1012.0691997302197
2025-01-01 18:00:00,23.183951848957577,58.77305941998565,1013.9724990574654
2025-01-01 19:00:00,22.175392597329417,56.23131917821255,1012.609570836897
2025-01-01 20:00:00,27.931297537843108,55.55242785187238,1013.2909878949781
2025-01-01 21:00:00,24.54844739902693,55.92094857517281,1014.7854710763107
2025-01-01 22:00:00,25.13505640937585,59.61449145292948,1010.5453379502995
2025-01-01 23:00:00,22.150503627573087,61.70575987408322,1019.2771618270564
2025-01-02 00:00:00,23.911234550949636,61.3834539966501,1009.981947855501
2025-01-02 01:00:00,25.22184517941973,150.0,1009.3574341616368
2025-01-02 02:00:00,22.698012845155393,60.065009459389536,1016.4743326205001
2025-01-02 03:00:00,25.751396036691343,67.26767038578659,1015.3749880818888
2025-01-02 04:00:00,23.79872262016239,58.67671583381022,1014.8723594511565
2025-01-02 05:00:00,24.416612500413446,73.6008458329481,1014.8850365277929
2025-01-02 06:00:00,23.796586775541208,63.128336738825034,1012.9632596814592
2025-01-02 07:00:00,28.704556369017876,55.714212217918586,1010.3082368855426
2025-01-02 08:00:00,24.97300555052413,54.645537509694435,1013.2274136745812
2025-01-02 09:00:00,22.8845781420882,62.41236207621593,1010.9685148654637
2025-01-02 10:00:00,26.645089824206377,58.88268607337075,1015.9253592002533
2025-01-02 11:00:00,22.558312700057954,63.57000247046046,1012.5588278554936
2025-01-02 12:00:00,25.41772719000951,62.366188122867726,1010.5235084096224
2025-01-02 13:00:00,21.08065975224045,59.63585543671564,1012.035842475041
2025-01-02 14:00:00,22.34362790220314,55.76603140965798,1014.2387943628269
